29/04/2017, 20:55:18, Temp:25.94, Cisn:100488.35, Wys:72.27, %RH:40.09,
29/04/2017, 20:55:18, Temp:25.92, Cisn:100487.69, Wys:72.32, %RH:39.58,
29/04/2017, 20:55:18, Temp:25.97, Cisn:100484.41, Wys:72.61, %RH:39.31,
29/04/2017, 20:55:18, Temp:25.96, Cisn:100493.57, Wys:72.29, %RH:39.84,
29/04/2017, 20:55:18, Temp:25.98, Cisn:100484.21, Wys:72.63, %RH:39.46,
29/04/2017, 20:55:18, Temp:25.95, Cisn:100484.60, Wys:72.60, %RH:39.42,
29/04/2017, 20:55:18, Temp:25.97, Cisn:100489.82, Wys:72.14, %RH:40.15,
29/04/2017, 20:55:18, Temp:25.93, Cisn:100489.35, Wys:72.18, %RH:39.70,
29/04/2017, 20:55:18, Temp:25.94, Cisn:100490.21, Wys:72.11, %RH:40.38,
29/04/2017, 20:55:18, Temp:25.96, Cisn:100485.44, Wys:72.29, %RH:40.48,
29/04/2017, 20:55:18, Temp:25.97, Cisn:100482.55, Wys:72.77, %RH:39.35,
29/04/2017, 20:55:18, Temp:25.99, Cisn:100485.07, Wys:72.55, %RH:39.74,
29/04/2017, 20:55:18, Temp:25.98, Cisn:100488.82, Wys:72.70, %RH:40.85,
29/04/2017, 20:55:18, Temp:25.97, Cisn:100482.55, Wys:72.77, %RH:39.60,
29/04/2017, 20:55:18, Temp:25.97, Cisn:100493.38, Wys:71.83, %RH:39.94,
29/04/2017, 20:55:18, Temp:25.94, Cisn:100488.35, Wys:72.27, %RH:39.90,
29/04/2017, 20:55:18, Temp:25.95, Cisn:100489.16, Wys:71.96, %RH:39.03,
29/04/2017, 20:55:18, Temp:25.95, Cisn:100487.30, Wys:72.36, %RH:40.44,
29/04/2017, 20:55:18, Temp:25.94, Cisn:100488.35, Wys:72.04, %RH:41.24,
29/04/2017, 20:55:18, Temp:25.96, Cisn:100488.16, Wys:71.82, %RH:38.62,
29/04/2017, 20:55:18, Temp:25.95, Cisn:100498.13, Wys:71.42, %RH:39.00,
29/04/2017, 20:55:18, Temp:26.21, Cisn:100490.42, Wys:72.09, %RH:42.36,
29/04/2017, 20:55:18, Temp:26.26, Cisn:100489.83, Wys:71.20, %RH:40.78,
29/04/2017, 20:55:18, Temp:26.33, Cisn:100488.89, Wys:72.22, %RH:42.25,
29/04/2017, 20:55:18, Temp:26.42, Cisn:100485.05, Wys:72.55, %RH:39.81,
29/04/2017, 20:55:18, Temp:26.38, Cisn:100499.14, Wys:71.57, %RH:38.14,
29/04/2017, 20:55:18, Temp:26.27, Cisn:100489.64, Wys:72.39, %RH:39.07,
29/04/2017, 20:55:18, Temp:26.21, Cisn:100489.57, Wys:72.16, %RH:38.98,
29/04/2017, 20:55:18, Temp:26.16, Cisn:100486.60, Wys:72.42, %RH:39.49,
29/04/2017, 20:55:18, Temp:26.13, Cisn:100495.07, Wys:71.69, %RH:39.67,
29/04/2017, 20:55:18, Temp:26.10, Cisn:100492.75, Wys:71.89, %RH:40.19,
29/04/2017, 20:55:18, Temp:26.08, Cisn:100497.50, Wys:71.48, %RH:39.96,
29/04/2017, 20:55:18, Temp:26.08, Cisn:100498.36, Wys:71.40, %RH:40.38,
29/04/2017, 20:55:18, Temp:26.05, Cisn:100493.29, Wys:71.84, %RH:39.45,
29/04/2017, 20:55:18, Temp:26.05, Cisn:100495.19, Wys:71.68, %RH:39.97,
29/04/2017, 20:55:18, Temp:26.05, Cisn:100501.42, Wys:71.84, %RH:40.08,
29/04/2017, 20:55:18, Temp:26.05, Cisn:100492.48, Wys:71.91, %RH:40.10,
29/04/2017, 20:55:18, Temp:26.05, Cisn:100498.71, Wys:71.37, %RH:40.11,
29/04/2017, 20:55:18, Temp:26.08, Cisn:100495.64, Wys:71.64, %RH:41.92,
29/04/2017, 20:55:18, Temp:26.16, Cisn:100502.84, Wys:71.01, %RH:40.25,
29/04/2017, 20:55:18, Temp:26.13, Cisn:100495.07, Wys:71.45, %RH:40.34,
29/04/2017, 20:55:18, Temp:26.14, Cisn:100504.89, Wys:70.84, %RH:38.86,
29/04/2017, 20:55:18, Temp:26.47, Cisn:100500.72, Wys:70.96, %RH:42.74,
29/04/2017, 20:55:18, Temp:26.49, Cisn:100492.42, Wys:71.92, %RH:38.66,
29/04/2017, 20:55:18, Temp:26.47, Cisn:100499.90, Wys:71.27, %RH:41.39,
29/04/2017, 20:55:18, Temp:26.42, Cisn:100493.17, Wys:71.62, %RH:39.09,
29/04/2017, 20:55:18, Temp:26.40, Cisn:100502.51, Wys:71.04, %RH:41.00,
29/04/2017, 20:55:18, Temp:26.38, Cisn:100499.14, Wys:70.63, %RH:38.90,
29/04/2017, 20:55:18, Temp:26.36, Cisn:100501.24, Wys:71.15, %RH:40.10,
29/04/2017, 20:55:18, Temp:26.55, Cisn:100497.07, Wys:71.04, %RH:40.28,
29/04/2017, 20:55:18, Temp:26.71, Cisn:100500.42, Wys:71.22, %RH:40.19,
29/04/2017, 20:55:18, Temp:26.68, Cisn:100500.82, Wys:71.19, %RH:39.54,
29/04/2017, 20:55:18, Temp:26.66, Cisn:100497.42, Wys:71.48, %RH:38.15,
29/04/2017, 20:55:18, Temp:26.66, Cisn:100496.57, Wys:71.56, %RH:38.94,
29/04/2017, 20:55:18, Temp:26.79, Cisn:100500.32, Wys:71.23, %RH:42.14,
29/04/2017, 20:55:18, Temp:26.84, Cisn:100492.44, Wys:71.92, %RH:38.63,
29/04/2017, 20:55:18, Temp:27.03, Cisn:100494.50, Wys:71.74, %RH:45.89,
29/04/2017, 20:55:18, Temp:27.12, Cisn:100509.60, Wys:70.43, %RH:39.57,
29/04/2017, 20:55:18, Temp:27.42, Cisn:100502.19, Wys:71.30, %RH:40.22,
29/04/2017, 20:55:18, Temp:27.41, Cisn:100497.82, Wys:71.21, %RH:41.75,
29/04/2017, 20:55:18, Temp:27.26, Cisn:100500.58, Wys:71.21, %RH:39.27,
29/04/2017, 20:55:41, Temp:27.38, Cisn:100500.90, Wys:71.18, %RH:39.47,
29/04/2017, 20:56:11, Temp:27.44, Cisn:100500.13, Wys:71.25, %RH:41.86,
29/04/2017, 20:56:41, Temp:28.05, Cisn:100502.05, Wys:70.14, %RH:37.23,
29/04/2017, 20:57:11, Temp:27.76, Cisn:100504.96, Wys:71.30, %RH:38.04,
29/04/2017, 20:57:41, Temp:27.53, Cisn:100501.66, Wys:70.88, %RH:38.34,
29/04/2017, 20:58:11, Temp:27.38, Cisn:100506.33, Wys:70.71, %RH:39.09,
29/04/2017, 20:58:41, Temp:27.31, Cisn:100506.28, Wys:70.72, %RH:37.94,
29/04/2017, 20:59:11, Temp:27.29, Cisn:100512.89, Wys:70.14, %RH:38.75,
29/04/2017, 20:59:41, Temp:27.28, Cisn:100509.36, Wys:70.45, %RH:38.73,
29/04/2017, 21:00:11, Temp:27.29, Cisn:100508.32, Wys:70.54, %RH:38.66,
29/04/2017, 21:00:41, Temp:27.29, Cisn:100510.18, Wys:70.38, %RH:38.94,
29/04/2017, 21:01:12, Temp:27.53, Cisn:100507.09, Wys:70.41, %RH:42.04,
29/04/2017, 21:01:42, Temp:27.40, Cisn:100512.40, Wys:70.19, %RH:37.96,
29/04/2017, 21:02:12, Temp:27.22, Cisn:100507.42, Wys:70.62, %RH:38.88,
29/04/2017, 21:02:42, Temp:27.07, Cisn:100512.07, Wys:70.21, %RH:40.43,
29/04/2017, 21:03:12, Temp:27.00, Cisn:100507.60, Wys:70.60, %RH:39.97,
29/04/2017, 21:03:42, Temp:26.91, Cisn:100506.05, Wys:70.73, %RH:40.00,
29/04/2017, 21:04:12, Temp:26.85, Cisn:100502.24, Wys:71.07, %RH:39.34,
29/04/2017, 21:04:42, Temp:26.81, Cisn:100511.81, Wys:70.23, %RH:39.48,
29/04/2017, 21:05:12, Temp:26.79, Cisn:100510.31, Wys:70.37, %RH:39.91,
29/04/2017, 21:05:42, Temp:26.75, Cisn:100512.57, Wys:70.17, %RH:39.02,
29/04/2017, 21:06:12, Temp:26.72, Cisn:100515.67, Wys:69.90, %RH:40.43,
29/04/2017, 21:06:42, Temp:26.71, Cisn:100518.54, Wys:69.65, %RH:41.06,
29/04/2017, 21:07:12, Temp:26.77, Cisn:100515.08, Wys:69.95, %RH:41.50,
29/04/2017, 21:07:42, Temp:26.78, Cisn:100508.64, Wys:70.51, %RH:40.08,
29/04/2017, 21:08:12, Temp:26.71, Cisn:100510.41, Wys:70.36, %RH:39.78,
29/04/2017, 21:08:42, Temp:26.69, Cisn:100513.32, Wys:70.11, %RH:39.32,
29/04/2017, 21:09:12, Temp:26.68, Cisn:100510.77, Wys:70.33, %RH:40.70,
29/04/2017, 21:09:42, Temp:26.66, Cisn:100516.39, Wys:69.84, %RH:40.72,
29/04/2017, 21:10:12, Temp:26.63, Cisn:100514.07, Wys:70.04, %RH:40.79,
29/04/2017, 21:10:42, Temp:26.60, Cisn:100510.91, Wys:70.31, %RH:40.80,
29/04/2017, 21:11:12, Temp:26.57, Cisn:100508.55, Wys:70.28, %RH:39.84,
29/04/2017, 21:11:42, Temp:26.54, Cisn:100509.80, Wys:70.41, %RH:40.47,
29/04/2017, 21:12:12, Temp:26.53, Cisn:100504.53, Wys:70.87, %RH:41.15,
29/04/2017, 21:12:42, Temp:26.53, Cisn:100508.10, Wys:70.56, %RH:38.38,
29/04/2017, 21:13:12, Temp:26.55, Cisn:100521.45, Wys:69.40, %RH:40.48,
29/04/2017, 21:13:42, Temp:26.54, Cisn:100512.50, Wys:69.94, %RH:41.58,
29/04/2017, 21:14:12, Temp:26.53, Cisn:100512.67, Wys:70.16, %RH:39.98,
29/04/2017, 21:14:42, Temp:26.54, Cisn:100517.07, Wys:69.78, %RH:40.41,
29/04/2017, 21:15:12, Temp:26.63, Cisn:100519.49, Wys:69.57, %RH:41.86,
29/04/2017, 21:15:42, Temp:26.85, Cisn:100513.08, Wys:69.42, %RH:43.07,
29/04/2017, 21:16:12, Temp:27.00, Cisn:100513.03, Wys:70.13, %RH:40.66,
29/04/2017, 21:16:42, Temp:27.03, Cisn:100518.90, Wys:69.86, %RH:38.65,
29/04/2017, 21:17:12, Temp:27.18, Cisn:100510.71, Wys:69.39, %RH:41.27,
29/04/2017, 21:17:42, Temp:27.36, Cisn:100519.25, Wys:69.59, %RH:39.86,
29/04/2017, 21:18:12, Temp:27.17, Cisn:100517.17, Wys:69.77, %RH:40.05,
29/04/2017, 21:18:42, Temp:27.02, Cisn:100519.10, Wys:69.61, %RH:39.74,
29/04/2017, 21:19:12, Temp:26.92, Cisn:100518.60, Wys:69.65, %RH:39.67,
29/04/2017, 21:19:42, Temp:26.84, Cisn:100522.25, Wys:69.33, %RH:40.86,
29/04/2017, 21:20:12, Temp:26.78, Cisn:100519.49, Wys:69.57, %RH:39.92,
29/04/2017, 21:20:42, Temp:26.73, Cisn:100525.46, Wys:69.05, %RH:41.45,
29/04/2017, 21:21:12, Temp:26.70, Cisn:100525.86, Wys:69.02, %RH:40.17,
29/04/2017, 21:21:42, Temp:26.68, Cisn:100525.21, Wys:69.08, %RH:39.79,
29/04/2017, 21:22:12, Temp:26.66, Cisn:100526.38, Wys:68.97, %RH:40.57,
29/04/2017, 21:22:42, Temp:26.63, Cisn:100521.35, Wys:69.41, %RH:40.68,
29/04/2017, 21:23:12, Temp:26.60, Cisn:100527.98, Wys:68.84, %RH:40.75,
29/04/2017, 21:23:42, Temp:26.58, Cisn:100521.91, Wys:69.36, %RH:40.76,
29/04/2017, 21:24:12, Temp:26.67, Cisn:100528.89, Wys:69.23, %RH:41.45,
29/04/2017, 21:24:42, Temp:26.82, Cisn:100529.74, Wys:68.68, %RH:42.75,
29/04/2017, 21:25:12, Temp:26.94, Cisn:100527.38, Wys:68.89, %RH:40.78,
29/04/2017, 21:25:42, Temp:27.04, Cisn:100533.31, Wys:68.37, %RH:42.25,
29/04/2017, 21:26:12, Temp:27.16, Cisn:100531.75, Wys:68.74, %RH:43.45,
29/04/2017, 21:26:42, Temp:27.20, Cisn:100533.05, Wys:68.40, %RH:42.30,
29/04/2017, 21:27:12, Temp:27.34, Cisn:100532.17, Wys:68.47, %RH:44.60,
29/04/2017, 21:27:42, Temp:27.37, Cisn:100524.50, Wys:69.14, %RH:39.56,
29/04/2017, 21:28:12, Temp:27.37, Cisn:100527.22, Wys:68.90, %RH:40.15,
29/04/2017, 21:28:42, Temp:27.39, Cisn:100532.44, Wys:68.45, %RH:38.90,
